1,31.15479152,,31.15479152,,2072.753632,2103.908423
2,87.49616742,,87.49616742,,1551.897302,1464.401135
3,1095.648689,1,0,,2447.502886,1351.854198
4,55.78553009,,55.78553009,,564.7823786,508.9968485
5,105.2817681,,105.2817681,,2094.487075,1989.205307
6,80.45854305,,80.45854305,,1381.49814,1461.956683
7,33.88210033,,33.88210033,,833.4726341,867.3547345
8,6.268921541,,6.268921541,,589.6746365,595.943558
9,68.88874449,,68.88874449,,221.4411794,290.3299239
10,47.95076671,,47.95076671,,55.55514203,103.5059087
11,11.19334639,,11.19334639,,658.1286266,646.9352802
12,54.30944942,,54.30944942,,124.7985082,179.1079576
13,183.9225017,1,0,,282.5960672,466.5185688
14,21.4362317,,21.4362317,,431.9055454,453.3417771
15,12.28226586,,12.28226586,,520.2036032,507.9213373
16,2222.727756,1,0,,2434.690847,211.9630911
17,7206.980317,1,0,,7427.120107,220.13979
18,33.1982362,,33.1982362,,104.1819477,137.3801839
19,15.68242672,1,0,,164.248896,179.9313227
20,48.7744556,,48.7744556,,521.8559054,473.0814498
21,79.27846685,,79.27846685,,647.006579,726.2850459
22,4.749022905,,4.749022905,,740.2195506,744.9685736
23,77.33108321,,77.33108321,,3453.083465,3530.414548
24,165.0337475,1,0,,955.9300104,1120.963758
25,88.42967275,,88.42967275,,334.7424885,423.1721613
26,50.22870322,,50.22870322,,632.3217546,582.0930514
27,14.59729422,,14.59729422,,1096.82089,1082.223596
28,24.46334712,,24.46334712,,463.9761861,488.4395332
29,0.905153189,,0.905153189,,391.6539051,390.7487519
30,132.5942039,1,0,,580.7840337,713.3782377
31,15.1400775,,15.1400775,,212.4297223,227.5697998
32,70.49914394,,70.49914394,,243.1798409,313.6789848
33,33.59498195,,33.59498195,,633.3219165,666.9168985
34,1587.730022,1,0,,1855.960081,268.230059
35,21.26426105,,21.26426105,,513.4881538,492.2238928
36,46.35870516,,46.35870516,,579.6627622,626.0214674
37,4.579072225,,4.579072225,,507.9589008,503.3798286
38,14.80441204,,14.80441204,,365.8010723,380.6054844
39,153.551741,,153.551741,,554.9542839,708.5060249
40,62.45348901,,62.45348901,,1088.948909,1151.402398
41,73.02128019,,73.02128019,,1117.550103,1190.571383
42,27.68837514,,27.68837514,,630.4471356,658.1355107
43,91.55006732,,91.55006732,,548.6251395,640.1752068
44,94.99823916,,94.99823916,,336.1765319,431.174771
45,90.363226,,90.363226,,50.06841265,140.4316387
46,82.88981652,1,0,,198.7655823,281.6553988
47,49.98526686,,49.98526686,,456.8831436,506.8684105
48,11.97238239,,11.97238239,,742.80076,754.7731424
49,5.86947479,,5.86947479,,504.3209103,510.1903851
50,40.86968367,,40.86968367,,354.0001676,394.8698513
avg,292.8023484,9,47.48555954,,,
